cycle,senate,won,raised_total_1M,Dem,Other,Repub,state_rank
2014,0,0,0.012865,0,0,1,35
2010,0,1,1.243785,0,0,1,13
2000,0,1,3.055987,1,0,0,25
2000,0,0,0.021035,1,0,0,16
2000,0,1,0.524863,0,0,1,44
2000,0,0,1.033833,1,0,0,45
2000,0,0,0.001,0,0,1,11
2000,0,0,0.422427,0,0,1,35
2000,0,0,0.0005,0,1,0,35
2000,0,0,3.287179,1,0,0,6
2000,0,1,1.230052,0,0,1,2
2000,0,1,0.461638,0,0,1,37
2000,0,0,0.078136,1,0,0,16
2000,0,0,0.134396,0,0,1,33
2000,0,0,0.879034,1,0,0,32
2000,0,1,1.315067,0,0,1,35
2000,0,1,1.082814,0,0,1,16
2000,0,1,0.529377,1,0,0,27
2000,0,0,0.077471,0,0,1,47
2000,0,0,0.008103,0,1,0,11
2000,0,1,0.896547,1,0,0,36
2000,0,1,2.836956,1,0,0,17
2000,0,0,0.595987,0,0,1,39
2000,0,0,0.0087,1,0,0,32
2000,0,0,0.001272,0,1,0,29
2000,0,0,0.021755,0,0,1,35
2000,0,0,0.242733,0,0,1,30
2000,0,1,1.880316,1,0,0,3
2000,0,0,0.037393,1,0,0,36
2000,0,0,0.212902,1,0,0,4
2000,0,0,0.59005,1,0,0,23
2000,0,0,0.17955,0,0,1,43
2000,0,1,0.235091,0,0,1,19
2000,0,1,1.299027,1,0,0,23
2000,0,0,0.0364,1,0,0,19
2000,0,0,0.384685,0,1,0,23
2000,0,0,0.008891,0,0,1,30
2000,0,0,0.060648,1,0,0,35
2000,0,0,1.042774,1,0,0,20
2000,0,1,2.074261,1,0,0,43
2000,0,0,0.0,1,0,0,34
2000,0,0,0.0,0,0,1,14
2000,0,0,0.0,0,0,1,14
2012,0,0,0.002703,0,0,1,34
2012,0,1,1.526835,1,0,0,35
2012,0,0,0.261546,0,0,1,35
2012,0,1,0.461992,0,0,1,44
2012,0,1,1.360343,1,0,0,35
2012,0,0,0.017501,0,1,0,35
2012,0,0,0.403288,0,0,1,34
2012,0,1,1.744353,0,0,1,47
2012,0,0,0.107917,1,0,0,35
2012,0,0,0.00645,0,0,1,25
2012,0,1,1.139538,0,0,1,38
2012,0,1,2.227651,1,0,0,35
2012,0,0,0.33178,1,0,0,35
2012,0,0,0.001,0,0,1,30
2012,0,1,1.453155,0,0,1,27
2012,0,1,0.954392,0,0,1,34
2012,0,1,1.508446,0,0,1,5
2012,0,0,0.00539,1,0,0,38
2012,0,1,3.930477,1,0,0,35
2012,0,0,0.015361,0,0,1,22
2012,0,0,0.066428,1,0,0,30
2012,0,1,4.242507,1,0,0,28
2012,0,0,0.204657,0,0,1,9
2012,0,0,0.060375,1,0,0,19
2012,0,0,0.02521,0,0,1,24
2012,0,0,0.016599,0,0,1,23
2012,0,1,0.749265,1,0,0,35
2004,0,0,0.039592,1,0,0,23
2004,0,0,0.089591,0,0,1,28
2004,0,0,0.110943,0,0,1,28
2004,0,0,0.178263,0,1,0,23
2004,0,0,0.80916,1,0,0,16
2004,0,0,0.878339,1,0,0,17
2004,0,0,0.005555,0,0,1,37
2004,0,0,0.016135,1,0,0,44
2004,0,1,0.564776,1,0,0,24
2004,0,0,0.16539,0,0,1,25
2008,0,1,3.144139,1,0,0,46
2004,0,0,0.178613,1,0,0,25
2008,0,0,0.001148,0,1,0,46
2008,0,0,2.96343,1,0,0,29
2004,0,0,0.018482,0,0,1,5
2008,0,0,0.0157,0,0,1,13
2008,0,0,0.026306,1,0,0,37
2008,0,0,0.016894,0,0,1,28
2008,0,0,0.040377,0,1,0,28
2002,0,1,0.104854,0,0,1,32
2000,0,0,0.0,0,1,0,35
2004,0,0,0.003905,1,0,0,48
2008,0,0,0.004819,0,0,1,19
2004,0,0,0.058347,0,0,1,35
2008,0,0,0.0036,1,0,0,33
2004,0,1,1.138616,1,0,0,35
2004,0,0,0.00149,1,0,0,45
2008,0,0,0.049682,0,0,1,28
2008,0,1,0.818159,0,0,1,38
2004,0,1,1.454217,1,0,0,35
2008,0,0,0.08891,1,0,0,45
2004,0,0,0.000425,0,0,1,29
2000,0,0,0.0,0,1,0,35
2010,0,0,0.01572,0,0,1,24
2010,0,0,0.690502,0,0,1,14
2014,0,0,0.071907,0,0,1,13
2014,0,0,0.205212,1,0,0,23
2010,0,1,1.311936,0,0,1,6
2010,0,1,2.190652,1,0,0,10
2014,0,0,0.003905,0,0,1,35
2014,0,0,0.027954,0,0,1,30
2010,0,1,0.872802,1,0,0,32
2010,0,1,3.736416,1,0,0,27
2014,0,0,1.466512,0,0,1,7
2014,0,0,0.439307,0,0,1,22
2010,0,0,0.010495,0,0,1,33
2014,0,0,0.013606,1,0,0,32
2014,0,0,0.017771,1,0,0,30
2014,0,0,0.012,1,0,0,28
2010,0,0,0.05843,0,0,1,2
2014,0,1,2.708617,1,0,0,2
2010,0,0,0.369359,0,0,1,15
2010,0,1,1.162329,1,0,0,47
2014,0,0,0.02035,1,0,0,21
2010,0,0,0.002907,1,0,0,35
2000,0,0,0.0,0,1,0,35
2000,0,0,0.0,1,0,0,35
2014,0,0,0.062116,0,0,1,47
2014,0,0,0.282763,1,0,0,36
2010,0,1,1.278472,1,0,0,23
2014,0,0,0.577319,0,0,1,35
2010,0,0,0.166414,0,0,1,27
2010,0,1,4.174178,0,0,1,13
2010,0,1,2.803987,1,0,0,19
2010,0,0,0.326361,1,0,0,19
2014,0,0,0.108467,0,0,1,30
2010,0,1,0.980678,1,0,0,23
2000,0,0,0.0,0,1,0,35
2010,0,0,0.027338,0,0,1,37
2010,0,0,0.106081,0,0,1,11
2010,0,0,0.012745,0,1,0,32
2014,0,0,0.008251,1,0,0,30
2010,0,0,0.024989,0,0,1,45
2014,0,1,2.214112,1,0,0,24
2010,0,0,0.096548,0,0,1,13
2010,0,1,0.738409,1,0,0,15
2014,0,0,0.030382,0,0,1,27
2010,0,0,0.0004,0,0,1,38
2010,0,0,0.206629,0,0,1,3
2014,0,0,0.486324,0,0,1,6
2010,0,0,0.00297,0,1,0,10
2014,0,1,0.490305,1,0,0,35
2010,0,0,0.053118,0,0,1,32
2014,0,0,0.027115,1,0,0,45
2014,0,1,0.544391,1,0,0,15
2014,0,0,4.07436,1,0,0,32
2014,0,0,2.606056,1,0,0,39
2014,0,0,0.032805,1,0,0,29
2010,0,0,0.048605,0,1,0,24
2010,0,0,0.026784,0,0,1,34
2010,0,1,1.212447,0,0,1,16
2014,0,0,0.025227,0,1,0,13
2010,0,0,0.0,0,0,1,8
2010,0,0,0.003021,1,0,0,30
2014,0,0,0.005848,1,0,0,34
2010,0,1,0.833813,0,0,1,37
2014,0,0,0.015403,1,0,0,31
2010,0,0,0.107041,0,0,1,19
2014,0,0,0.010191,0,0,1,30
2010,0,0,0.591593,0,0,1,28
2010,0,0,1.242943,1,0,0,22
2010,0,0,0.002931,0,0,1,47
2010,0,0,0.009469,1,0,0,32
2010,0,1,3.040767,1,0,0,31
2014,0,0,0.253751,1,0,0,10
2010,0,0,2.218133,0,0,1,23
2010,0,0,0.0039,0,0,1,45
2014,0,1,0.938737,0,0,1,30
2014,0,1,1.772525,1,0,0,35
2014,0,0,0.091507,1,0,0,23
2014,0,0,4.103451,0,0,1,16
2010,0,0,0.003868,0,0,1,9
2014,0,0,0.01042,0,0,1,46
2010,0,0,0.169673,1,0,0,14
2010,0,0,0.0042,1,0,0,11
2014,0,1,4.544687,1,0,0,23
2010,0,0,0.00576,0,0,1,30
2010,0,0,2.799959,1,0,0,23
2014,0,1,0.911064,1,0,0,35
2014,0,1,2.754402,0,0,1,32
2010,0,0,0.050324,0,0,1,7
2014,0,0,0.01073,1,0,0,38
2014,0,1,1.562082,0,0,1,47
2010,0,0,0.042885,1,0,0,38
2014,0,1,0.40298,1,0,0,32
2010,0,0,0.036722,0,1,0,32
2010,0,0,0.04538,0,0,1,19
2010,0,1,3.226693,1,0,0,9
2014,0,0,0.002609,0,0,1,44
2010,0,0,0.836857,1,0,0,24
2014,0,0,0.010094,1,0,0,30
2014,0,0,0.010429,0,1,0,32
2014,0,0,4.424672,1,0,0,32
2010,0,0,0.034881,1,0,0,12
2010,0,0,0.37156,1,0,0,45
2010,0,0,0.041111,1,0,0,5
2002,0,0,0.126785,1,0,0,3
2006,0,0,0.100496,0,0,1,5
2002,0,0,0.193231,0,0,1,35
2002,0,0,1.095582,0,0,1,34
2000,0,0,0.0,0,1,0,35
2002,0,0,0.0,0,0,1,21
2006,0,0,0.00425,0,0,1,35
2000,0,0,0.0,0,1,0,35
2002,0,0,0.07564,1,0,0,35
2002,0,0,1.112339,1,0,0,12
2006,0,0,0.046837,1,0,0,32
2002,0,0,0.029668,0,0,1,30
2002,0,0,0.053439,0,0,1,34
2002,0,0,0.156195,1,0,0,13
2006,0,0,0.020578,1,0,0,33
2002,0,0,0.095343,1,0,0,21
2006,0,1,0.794123,0,0,1,32
2006,0,0,0.685275,1,0,0,9
2006,0,0,1.572593,0,0,1,35
2006,0,1,0.570262,0,0,1,43
2002,0,0,0.036234,0,0,1,32
2006,0,0,0.026897,1,0,0,12
2006,0,0,0.024069,0,1,0,44
2006,0,0,0.015325,1,0,0,35
2006,0,0,0.08566,1,0,0,34
2002,0,0,0.017136,1,0,0,36
2006,0,0,0.941717,1,0,0,48
2002,0,1,0.601218,0,0,1,37
2002,0,0,0.040148,0,0,1,30
2006,0,0,0.001835,1,0,0,34
2006,0,1,0.750092,1,0,0,33
2002,0,0,0.01788,0,0,1,46
2002,0,1,0.305441,0,0,1,23
2006,0,1,0.614547,1,0,0,21
2006,0,1,0.587901,0,0,1,30
2002,0,0,0.117651,1,0,0,2
2006,0,0,1.534572,0,0,1,39
2006,0,1,1.029691,0,0,1,30
2002,0,0,0.00101,1,0,0,15
2002,0,0,0.37165,1,0,0,11
2002,0,1,0.552164,1,0,0,33
2006,0,0,1.259881,0,0,1,7
2006,0,1,0.54804,0,0,1,23
2002,0,1,0.550113,1,0,0,21
2002,0,0,0.471037,0,0,1,30
2002,0,1,0.812246,1,0,0,9
2006,0,0,0.370574,1,0,0,30
2002,0,0,0.410365,1,0,0,45
2002,0,0,0.07899,1,0,0,10
2006,0,1,0.960555,0,0,1,39
2006,0,1,0.702623,0,0,1,37
2002,0,0,0.007638,0,0,1,16
2002,0,0,0.001869,0,0,1,45
2000,0,0,0.0,0,1,0,35
2006,0,0,0.007741,1,0,0,10
2002,0,0,0.099923,1,0,0,35
2002,0,0,0.181287,1,0,0,9
2002,0,1,1.860661,0,0,1,13
2006,0,1,0.914396,0,0,1,15
2006,0,0,0.01435,1,0,0,34
2006,0,0,0.079894,1,0,0,19
2006,0,1,2.136615,1,0,0,10
2006,0,0,0.005933,1,0,0,26
2006,0,0,0.01828,0,0,1,35
2002,0,0,0.406112,1,0,0,10
2006,0,0,0.03245,1,0,0,15
2006,0,0,0.122839,1,0,0,10
2006,0,0,0.040038,0,0,1,15
2002,0,1,0.660039,1,0,0,32
2006,0,0,0.001313,0,1,0,35
2002,0,1,0.758767,1,0,0,27
2006,0,1,2.481291,0,0,1,27
2006,0,0,0.779435,0,0,1,22
2002,0,1,0.545417,0,0,1,32
2002,0,0,0.01206,0,0,1,35
2006,0,0,0.019141,0,1,0,35
2002,0,0,0.009364,1,0,0,32
2002,0,0,0.044515,0,0,1,1
2006,0,0,0.189136,0,0,1,32
2006,0,0,0.041304,1,0,0,29
2002,0,0,0.106981,1,0,0,47
2006,0,0,0.118935,1,0,0,30
2002,0,0,0.001425,0,0,1,21
2002,0,0,0.0101,0,0,1,36
2006,0,1,1.12788,0,0,1,32
2000,0,0,0.441018,0,0,1,26
2000,0,1,0.684705,0,0,1,33
2000,0,0,0.009245,0,0,1,35
2000,0,0,0.007523,0,0,1,35
2000,0,0,1.496163,0,0,1,23
2000,0,1,0.999815,1,0,0,15
2000,0,0,0.010495,0,1,0,28
2000,0,1,2.539943,0,0,1,16
2000,0,1,1.093178,1,0,0,16
2000,0,1,1.058179,0,0,1,17
2000,0,0,0.362243,1,0,0,35
2000,0,1,1.836082,1,0,0,3
2000,0,0,0.04537,0,0,1,26
2000,0,1,2.484675,0,0,1,23
2000,0,0,3.533675,1,0,0,15
2000,0,0,0.322839,1,0,0,14
2000,0,0,0.476111,1,0,0,3
2000,0,0,0.037139,1,0,0,30
2000,0,0,8.843807,0,0,1,35
2000,0,0,0.031455,1,0,0,3
2000,0,0,0.004934,0,1,0,25
2000,0,0,0.032641,0,0,1,38
2000,0,0,1.051284,1,0,0,11
2000,0,0,0.006025,1,0,0,21
2000,0,1,0.620172,1,0,0,29
2000,0,1,0.257693,1,0,0,10
2000,0,0,0.009128,0,0,1,20
2000,0,0,0.006317,0,0,1,15
2000,0,1,0.847232,0,0,1,35
2000,0,1,0.969373,0,0,1,29
2000,0,0,0.034754,0,0,1,15
2000,0,1,0.814458,0,0,1,37
2000,0,0,0.004705,0,1,0,10
2000,0,1,1.523324,0,0,1,23
2000,0,0,0.322117,0,0,1,38
2000,0,0,0.0004,0,0,1,38
2000,0,0,0.042295,0,0,1,32
2000,0,0,1.909998,1,0,0,13
2000,0,1,1.169679,1,0,0,24
2000,0,0,0.01149,0,1,0,5
2000,0,0,0.000244,0,0,1,11
2002,0,1,0.950292,1,0,0,27
2000,0,0,0.0,1,0,0,11
2002,0,1,1.062177,0,0,1,45
2012,0,0,0.003157,1,0,0,35
2012,0,0,-0.00025,0,1,0,2
2012,0,0,0.464055,1,0,0,27
2012,0,1,1.637533,1,0,0,30
2012,0,0,0.018634,0,0,1,25
2012,0,1,1.306146,0,0,1,15
2012,0,1,4.252464,1,0,0,25
2012,0,0,0.074829,0,0,1,11
2012,0,1,2.418341,1,0,0,35
2012,0,0,0.039885,0,0,1,30
2012,0,0,0.092651,0,0,1,13
2012,0,0,0.144432,0,0,1,35
2012,0,1,2.24834,0,0,1,38
2012,0,0,-0.000575,1,0,0,28
2012,0,0,0.619026,1,0,0,19
2012,0,0,0.033747,0,0,1,24
2012,0,0,1.322902,1,0,0,30
2012,0,0,0.03927,0,0,1,19
2012,0,0,0.005,0,0,1,26
2012,0,1,0.637061,1,0,0,30
2012,0,0,0.148984,1,0,0,27
2012,0,0,0.145397,0,0,1,23
2012,0,0,0.187642,0,0,1,32
2012,0,1,1.810692,1,0,0,23
2012,0,0,0.0065,1,0,0,32
2012,0,0,0.035845,0,0,1,30
2012,0,0,0.036745,0,1,0,3
2012,0,0,0.001558,1,0,0,35
2012,0,1,1.855158,1,0,0,35
2004,0,0,0.296338,1,0,0,15
2008,0,0,0.013913,1,0,0,30
2004,0,1,0.632445,0,0,1,15
2004,0,1,2.472683,0,0,1,30
2008,0,0,0.258162,1,0,0,11
2008,0,0,0.269179,0,0,1,14
2008,0,0,0.014821,1,0,0,40
2004,0,0,0.00874,0,0,1,10
2004,0,0,0.023205,0,0,1,32
2008,0,1,2.231394,1,0,0,10
2008,0,1,0.662288,0,0,1,35
2004,0,0,0.023145,1,0,0,32
2008,0,1,1.572043,0,0,1,34
2004,0,1,0.435322,0,0,1,10
2004,0,0,0.0003,0,1,0,46
2008,0,0,0.055137,0,0,1,3
2004,0,0,0.004404,0,0,1,35
2008,0,0,0.377806,1,0,0,16
2008,0,0,0.086356,0,0,1,19
2004,0,0,0.713782,0,0,1,8
2008,0,0,0.215974,0,1,0,16
2004,0,0,0.022684,0,0,1,30
2004,0,0,0.02497,0,0,1,23
2008,0,0,0.008886,1,0,0,38
2004,0,0,0.07497,0,0,1,45
2004,0,0,0.00518,1,0,0,45
2008,0,0,0.019359,1,0,0,35
2004,0,0,0.012442,1,0,0,45
2008,0,0,0.018368,0,0,1,44
2008,0,0,2.476274,0,0,1,10
2008,0,0,0.060093,0,0,1,13
2004,0,1,1.506092,0,0,1,3
2004,0,0,0.376058,1,0,0,50
2004,0,1,1.143278,0,0,1,37
2004,0,0,0.01153,0,0,1,30
2008,0,1,3.563636,1,0,0,19
2004,0,0,0.02733,0,0,1,23
2008,0,1,0.639145,0,0,1,9
2002,0,1,1.173586,0,0,1,39
2004,0,1,4.339049,0,0,1,11
2008,0,0,0.009335,0,0,1,5
2008,0,0,0.019758,0,1,0,32
2008,0,1,0.933255,0,0,1,10
2008,0,1,1.62638,1,0,0,47
2004,0,1,0.855365,0,0,1,19
2008,0,1,0.678521,1,0,0,45
2004,0,0,0.00194,1,0,0,37
2004,0,0,0.985859,0,0,1,26
2008,0,0,0.150855,1,0,0,46
2008,0,1,1.989419,0,0,1,13
2008,0,0,0.01593,0,0,1,38
2008,0,0,0.040714,1,0,0,13
2008,0,0,0.004671,1,0,0,10
2004,0,0,0.086721,0,0,1,19
2004,0,0,0.004325,0,0,1,27
2004,0,0,1.267021,0,0,1,29
2004,0,0,2.391791,1,0,0,25
2004,0,0,0.637936,0,0,1,38
2004,0,1,0.497406,1,0,0,23
2004,0,0,0.016896,0,0,1,36
2004,0,0,2.216176,0,0,1,26
2008,0,0,0.58995,1,0,0,34
2004,0,0,0.093927,0,0,1,26
2004,0,1,0.712646,1,0,0,35
2008,0,0,0.019625,0,0,1,28
2004,0,0,0.016669,1,0,0,3
2008,0,0,0.022508,1,0,0,45
2004,0,1,0.776201,1,0,0,37
2008,0,1,2.84063,1,0,0,10
2008,0,1,1.140836,0,0,1,39
2008,0,1,1.486464,0,0,1,50
2004,0,1,1.580321,1,0,0,15
2004,0,0,1.696255,1,0,0,45
2004,0,0,0.020375,0,0,1,11
2008,0,0,0.011807,1,0,0,28
2004,0,1,1.054084,1,0,0,38
2008,0,0,0.015137,0,0,1,46
2008,0,1,1.226821,0,0,1,15
2008,0,1,0.369534,0,0,1,32
2008,0,1,1.213308,1,0,0,33
2004,0,0,0.120299,1,0,0,6
2008,0,1,1.174746,0,0,1,30
2004,0,0,0.0077,0,1,0,28
2004,0,0,0.027481,1,0,0,3
2008,0,1,1.406616,1,0,0,47
2012,0,0,0.006077,0,0,1,13
2012,0,1,2.308892,0,0,1,9
2012,0,1,1.080512,0,0,1,10
2012,0,0,1.536681,1,0,0,29
2012,0,0,0.00555,0,0,1,16
2012,0,0,0.968181,1,0,0,27
2012,0,0,0.0037,0,0,1,35
2012,0,1,1.151548,0,0,1,30
2012,0,0,0.00564,1,0,0,21
2012,0,0,0.002185,1,0,0,5
2012,0,0,0.003138,1,0,0,30
2012,0,0,0.006866,0,0,1,3
2012,0,1,1.374807,0,0,1,30
2012,0,0,0.029016,0,0,1,46
2012,0,1,1.145562,0,0,1,48
2012,0,0,0.00359,0,0,1,35
2012,0,0,0.673593,1,0,0,48
2012,0,0,0.02194,0,0,1,25
2012,0,0,0.011663,0,0,1,39
2012,0,0,1.524376,0,0,1,20
2012,0,0,0.00457,0,0,1,46
2012,0,0,0.000798,0,0,1,32
2012,0,0,0.050654,0,0,1,35
2012,0,1,0.373965,0,0,1,44
2012,0,1,2.459533,0,0,1,19
2012,0,1,3.238468,1,0,0,2
2012,0,1,1.460292,0,0,1,29
2002,0,0,0.163157,1,0,0,32
2014,0,0,0.920867,0,0,1,3
2014,0,0,0.182279,0,0,1,6
2010,0,0,0.013962,1,0,0,32
2010,0,0,0.011652,0,0,1,40
2010,0,0,0.03354,0,0,1,22
2014,0,0,0.014328,0,0,1,20
2014,0,0,0.004572,0,0,1,46
2010,0,1,0.307983,0,0,1,28
2010,0,1,1.002924,0,0,1,19
2014,0,0,0.070406,0,0,1,35
2010,0,0,0.012463,0,1,0,32
2014,0,1,1.101419,0,0,1,37
2010,0,0,0.506374,1,0,0,3
2014,0,0,0.013709,0,0,1,34
2010,0,0,0.0091,0,0,1,35
2014,0,0,0.062634,0,0,1,39
2014,0,1,2.545753,0,0,1,14
2014,0,1,0.724453,1,0,0,35
2014,0,1,1.055598,0,0,1,32
2010,0,0,0.009133,0,1,0,30
2014,0,0,0.0128,0,0,1,30
2010,0,0,0.005,1,0,0,37
2014,0,0,0.016959,0,0,1,12
2010,0,0,0.169138,0,0,1,35
2014,0,0,0.00725,0,0,1,10
2010,0,0,0.014056,0,0,1,22
2010,0,0,0.006001,1,0,0,38
2010,0,0,0.047139,1,0,0,27
2014,0,0,0.025894,0,1,0,45
2010,0,0,0.010821,1,0,0,27
2014,0,0,0.03257,1,0,0,30
2014,0,0,0.02166,0,0,1,15
2010,0,0,0.316307,0,0,1,34
2010,0,1,0.769563,0,0,1,10
2014,0,1,1.337801,0,0,1,47
2014,0,1,1.596537,1,0,0,28
2010,0,0,0.009556,1,0,0,29
2014,0,0,0.236524,0,0,1,35
2014,0,0,0.005332,0,0,1,28
2010,0,0,0.036944,0,1,0,46
2010,0,0,0.037902,0,0,1,35
2014,0,0,0.000501,0,1,0,30
2014,0,0,0.082386,1,0,0,34
2014,0,0,0.504196,1,0,0,24
2014,0,0,0.438168,0,0,1,35
2010,0,0,0.015253,0,1,0,35
2010,0,0,0.690863,1,0,0,13
2014,0,0,0.003931,1,0,0,16
2010,0,0,0.003525,0,0,1,30
2010,0,0,0.007817,0,1,0,32
2010,0,0,0.384898,1,0,0,35
2010,0,0,0.012268,1,0,0,15
2010,0,1,1.075755,0,0,1,38
2010,0,0,0.048544,0,0,1,43
2014,0,1,0.92953,1,0,0,28
2010,0,0,0.021511,0,0,1,35
2014,0,0,0.005995,1,0,0,24
2010,0,0,0.013318,0,0,1,35
2010,0,0,0.197877,0,0,1,39
2010,0,0,0.070693,0,0,1,24
2014,0,1,2.731807,0,0,1,35
2014,0,0,0.010054,1,0,0,29
2014,0,0,0.066372,0,0,1,3
2010,0,0,0.007655,0,0,1,10
2010,0,0,0.088247,0,0,1,35
2010,0,0,0.000277,0,1,0,15
2014,0,0,0.030639,0,1,0,32
2010,0,1,1.011382,0,0,1,13
2014,0,1,1.266284,0,0,1,19
2014,0,1,1.259472,0,0,1,27
2010,0,0,0.0156,0,0,1,35
2010,0,0,0.218252,0,0,1,39
2014,0,0,0.349508,1,0,0,28
2014,0,1,2.008154,0,0,1,37
2010,0,0,0.131733,1,0,0,17
2014,0,0,0.016765,0,0,1,20
2010,0,0,0.364952,1,0,0,24
2014,0,1,3.32999,0,0,1,15
2014,0,0,0.035604,0,0,1,36
2010,0,0,0.007375,1,0,0,28
2010,0,0,0.06583,0,0,1,47
2010,0,0,0.008774,0,1,0,32
2014,0,0,0.09408,1,0,0,24
2014,0,0,0.010613,0,0,1,37
2010,0,0,0.055781,0,0,1,32
2014,0,1,2.112009,0,0,1,35
2010,0,0,0.030967,0,0,1,28
2010,0,0,0.049857,0,0,1,34
2014,0,1,0.995573,1,0,0,38
2000,0,0,0.0,0,0,1,34
2010,0,0,0.345393,1,0,0,43
2014,0,0,0.29645,0,0,1,23
2010,0,0,0.061743,1,0,0,38
2014,0,1,1.854375,0,0,1,19
2010,0,0,0.036332,0,0,1,19
2010,0,0,0.01192,1,0,0,14
2014,0,0,0.011047,1,0,0,23
2010,0,0,0.008115,1,0,0,30
2014,0,0,1.065992,0,0,1,15
2010,0,0,0.747698,1,0,0,34
2014,0,1,1.275163,1,0,0,19
2014,0,1,0.860796,1,0,0,24
2010,0,1,3.596348,1,0,0,35
2014,0,0,0.005048,1,0,0,34
2010,0,0,0.005744,0,0,1,45
2014,0,0,0.06086,1,0,0,15
2010,0,0,0.01227,0,0,1,19
2014,0,1,0.891128,0,0,1,30
2010,0,1,0.973862,1,0,0,23
2010,0,0,0.044838,0,0,1,19
2010,0,0,0.017176,0,0,1,21
2010,0,0,0.262502,1,0,0,18
2014,0,1,3.516205,1,0,0,23
2014,0,0,0.009572,0,1,0,46
2010,0,1,1.104351,0,0,1,30
2014,0,0,1.105861,1,0,0,19
2010,0,0,0.187839,0,0,1,32
2010,0,0,1.39234,1,0,0,45
2014,0,1,0.866171,0,0,1,23
2014,0,0,0.425871,1,0,0,19
2010,0,0,0.004799,0,0,1,38
2014,0,1,6.625393,1,0,0,32
2006,0,1,1.399409,0,0,1,30
2000,0,0,0.0,1,0,0,34
2002,0,1,0.412436,1,0,0,3
2006,0,0,1.245113,1,0,0,25
2006,0,0,0.017479,1,0,0,47
2002,0,0,0.02972,1,0,0,37
2002,0,0,0.00696,0,1,0,35
2006,0,1,1.376456,1,0,0,35
2002,0,1,0.80581,0,0,1,29
2002,0,0,0.162443,1,0,0,15
2002,0,1,0.844703,1,0,0,14
2006,0,0,0.029948,1,0,0,35
2002,0,1,0.678797,0,0,1,32
2006,0,0,0.101724,1,0,0,13
2002,0,0,0.040415,0,0,1,37
2002,0,0,0.052679,0,0,1,23
2002,0,0,0.017439,0,0,1,21
2006,0,1,0.804103,1,0,0,24
2006,0,0,0.0596,0,0,1,32
2002,0,1,0.609443,1,0,0,24
2006,0,0,0.007493,0,0,1,21
2002,0,0,0.049639,0,0,1,35
2002,0,0,0.108833,1,0,0,34
2006,0,0,0.0024,0,0,1,19
2002,0,1,1.828175,0,0,1,30
2006,0,0,0.898631,1,0,0,28
2006,0,0,0.002005,0,1,0,35
2006,0,0,0.013378,0,0,1,45
2002,0,0,0.014989,0,0,1,34
2002,0,0,0.081584,1,0,0,30
2006,0,1,2.617115,0,0,1,14
2002,0,1,0.460974,1,0,0,35
2002,0,0,0.24742,0,0,1,43
2002,0,0,0.514055,1,0,0,15
2002,0,1,3.229,1,0,0,27
2002,0,1,0.334994,0,0,1,40
2006,0,1,0.544228,0,0,1,40
2006,0,1,1.086616,1,0,0,11
2006,0,1,3.181913,0,0,1,25
2006,0,1,0.654667,1,0,0,35
2002,0,0,0.017997,0,1,0,19
2002,0,1,1.015883,0,0,1,14
2002,0,1,1.024898,1,0,0,35
2006,0,1,0.79151,1,0,0,27
2006,0,0,0.003625,1,0,0,28
2002,0,1,0.808502,1,0,0,33
2006,0,0,0.011805,0,1,0,10
2002,0,1,0.947258,1,0,0,45
2006,0,0,0.0088,1,0,0,10
2002,0,1,1.001448,1,0,0,14
2006,0,0,0.02016,0,0,1,29
2006,0,1,2.016851,1,0,0,23
2006,0,0,0.028493,0,0,1,28
2002,0,0,0.03254,1,0,0,45
2006,0,1,0.669917,1,0,0,47
2002,0,0,0.058359,0,0,1,25
2006,0,1,0.346615,1,0,0,23
2006,0,0,0.646708,1,0,0,33
2002,0,0,0.014532,0,0,1,21
2002,0,1,1.150754,1,0,0,47
2002,0,1,0.840453,1,0,0,23
2002,0,0,0.025338,0,0,1,16
2002,0,0,0.889435,1,0,0,38
2002,0,0,0.092408,0,0,1,36
2006,0,1,1.227041,0,0,1,30
2006,0,1,1.06863,1,0,0,33
2002,0,0,0.08404,1,0,0,14
2002,0,0,0.992261,1,0,0,24
2002,0,0,0.103821,0,0,1,32
2006,0,0,0.007709,1,0,0,37
2006,0,0,0.023952,1,0,0,14
2002,0,0,0.055792,0,0,1,27
2006,0,1,0.761957,0,0,1,32
2002,0,0,1.64884,1,0,0,12
2006,0,0,0.034606,1,0,0,35
2002,0,0,0.226276,0,0,1,35
2006,0,0,0.014229,1,0,0,35
2002,0,0,0.019613,0,1,0,5
2006,0,0,0.010459,1,0,0,30
2002,0,0,0.11227,0,0,1,29
2002,0,0,0.860585,1,0,0,38
2002,0,0,0.361132,1,0,0,45
2006,0,1,0.74341,1,0,0,10
2002,0,0,0.016879,0,0,1,16
2006,0,1,0.168711,1,0,0,15
2002,0,1,0.410453,0,0,1,16
2006,0,0,0.013,0,0,1,28
2002,0,1,0.667942,1,0,0,15
2002,0,1,1.109082,0,0,1,23
2006,0,0,0.162714,1,0,0,12
2002,0,1,1.485409,0,0,1,32
2006,0,0,0.008782,1,0,0,35
2000,0,1,0.550715,0,0,1,27
2002,0,0,0.027967,1,0,0,34
2000,0,0,0.13334,1,0,0,23
2000,0,1,0.6314,0,0,1,45
2000,0,0,0.008615,0,0,1,48
2000,0,0,0.002337,0,0,1,35
2000,0,0,0.017276,1,0,0,43
2000,0,0,0.033465,1,0,0,21
