,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
284,2002,N00009936,David L Lillehaug (D),D,MNS2, , ,DN,,200.0,230,30.0
285,2016,N00035485,Doug Truax (R),R,ILS1, , ,RN,,,50,50.0
286,2016,N00036919,Darryl Glenn (R),R,COS1,Y,Y,RC,,14997.0,24369,9372.0
287,2016,N00003280,Roger Wicker (R),R,MSS2, , ,RI,79500.0,14070.0,93820,250.0
288,2002,N00012605,James W Treffinger (R),R,NJS2, ,Y,RN,14500.0,502625.0,1242582,725457.0
289,2016,N00033091,Patrick Murphy (D),D,FLS2,Y,Y,DO,833183.0,3290279.0,4481587,358125.0
290,2002,N00004791,Carol Moseley Braun (D),D,ILS2, , ,DN,-2000.0,,-2000,0.0
291,2006,N00027989,Michael J Bouchard (R),R,MIS2,Y,Y,RL,3210414.0,4517853.0,8305117,576850.0
292,2016,N00006249,Mike Enzi (R),R,WYS2, , ,RI,24000.0,7950.0,31975,25.0
293,2016,N00027522,Dean Heller (R),R,NVS1, , ,RI,247200.0,452275.0,701773,2298.0
294,2006,N00025828,Bruce Macclement Guthrie (L),L,WAS1,Y,Y,3L,,96774.0,108456,11682.0
295,2016,N00004118,Debbie Stabenow (D),D,MIS2, , ,DI,151318.0,616305.0,818595,50972.0
296,2016,N00005282,Jerry Moran (R),R,KSS2,Y,Y,RI,823131.0,567342.0,1470395,79922.0
297,2016,N00010084,Tim Johnson (D),D,SDS2, , ,DN,-2000.0,,-2000,0.0
298,2016,N00032541,Jay Townsend (R),R,NYS1, , ,RN,,,0,0.0
299,2006,N00009922,Harry Reid (D),D,NVS2, , ,DI,105569.0,70799.0,178784,2416.0
300,2006,N00026181,Charles E Berry (D),D,MOS1, , ,DN,,1105.0,1105,0.0
301,2016,N00001756,Jim Exon (D),D,NES1, , ,DN,,,198,198.0
302,2016,N00013823,Mark Pryor (D),D,ARS1, , ,DN,-3000.0,-1625.0,-4625,0.0
303,2002,N00002362,Randolph W Crow (D),D,NCS1, ,Y,DL,,6812.0,6832,20.0
304,2002,N00002362,Randolph Wilson Crow (D),D,NCS1, , ,DO,,6812.0,6832,20.0
305,2016,N00009659,David Vitter (R),R,LAS2, , ,RI,129481.0,4600.0,134311,230.0
306,2016,N00037157,Tom Palzer (R),R,CAS1,Y,Y,RO,,2204.0,2204,0.0
307,2016,N00004572,John Thune (R),R,SDS1,Y,Y,RI,1057148.0,886964.0,2028583,84471.0
308,2016,N00035474,Owen Hill (R),R,COS2, , ,RN,,-17100.0,-17100,0.0
309,2002,N00005499,Tim Hutchinson (R),R,ARS1,Y,Y,RL,2232016.0,2646290.0,7697081,2818775.0
310,2002,N00025263,Thomas Dean Boettcher (D),D,OKS2, ,Y,DL,,198573.0,384874,186301.0
311,2016,N00035488,Terri Lynn Land (R),R,MIS1, , ,RN,,-3900.0,-3900,0.0
312,2016,N00035670,Nancy Mace (R),R,SCS1, , ,RN,,,0,0.0
313,2006,N00002791,Bill McCollum (R),R,FLS2, , ,RN,,-25540.0,-25540,0.0
314,2002,N00000969,Mark Green (D),D,NYS2, , ,DN,3850.0,,3850,0.0
315,2016,N00034580,Angus King (I),I,MES1, , ,3I,12500.0,52718.0,96818,31600.0
316,2016,N00035777,Floyd Trujillo (R),R,COS2, , ,RN,,,0,0.0
317,2006,N00026253,Steven J Rauschenberger (R),R,ILS2, , ,RN,500.0,,500,0.0
318,2002,N00012920,John Allen Eastman (3),3,OHS1, , ,3N,,400.0,800,400.0
319,2016,N00036678,Amanda Swafford (L),L,GAS1, , ,3N,,,0,0.0
320,2016,N00003845,Dan Coats (R),R,INS2, , ,RI,8100.0,-94300.0,-86200,0.0
321,2016,N00011950,David Christian (R),R,PAS2, , ,RN,,,0,0.0
322,2002,N00002791,Bill McCollum (R),R,FLS1, , ,RN,35074.0,34130.0,213706,144502.0
323,2014,N00011393,Rob Sobhani (I),I,MDS1, , ,3N,,,0,0.0
324,2014,N00013055,Michael Fjetland (D),D,TXS1, ,Y,DL,,,614,614.0
325,2014,N00033716,Michael Baumgartner (R),R,WAS1, , ,RN,,,0,0.0
326,2010,N00031168,Kathleen Thomas (R),R,ILS2, ,Y,RL,,18657.0,21985,3328.0
327,2010,N00027503,Bob Casey (D),D,PAS2, , ,DI,412109.0,2132006.0,2640673,96558.0
328,2014,N00033075,Susan Bysiewicz (D),D,CTS1, , ,DN,,,0,0.0
329,2014,N00002061,John W. Warner (R),R,VAS2, , ,RN,12600.0,,12945,345.0
330,2010,N00004851,Pat Quinn (D),D,ILS2, , ,DN,12500.0,19532.0,32132,100.0
331,2014,N00007997,Ted Stevens (R),R,AKS1, , ,RN,-2300.0,,-2300,0.0
332,2010,N00031831,Paul Akers (R),R,WAS2, ,Y,RL,,49505.0,67683,18178.0
333,2010,N00031076,Patrick Hughes (R),R,ILS2, ,Y,RL,23300.0,255726.0,373987,94961.0
334,2010,N00031448,Randolph A. Credico (3),3,NYS2,Y,Y,3L,,33400.0,42764,9364.0
335,2014,N00034365,Wendy Long (R),R,NYS1, , ,RN,,-5000.0,-4207,793.0
336,2014,N00034889,Frank Addivinola (R),R,MAS2, ,Y,RN,1000.0,21900.0,53074,30174.0
337,2014,N00028252,Laurence Scott D'Amboise (R),R,MES1, , ,RN,,-6150.0,-5788,362.0
338,2010,N00032140,Michael Lane Spears (I),I,LAS2,Y,Y,3L,,105937.0,107722,1785.0
339,2014,N00033494,Courtney Lynch (D),D,VAS1, , ,DN,,24903.0,24903,0.0
340,2010,N00032744,George Maragos (R),R,NYS2, ,Y,RN,,12515.0,12515,0.0
341,2014,N00032828,Neil H. Cohen (R),R,MDS2, , ,RN,,,0,0.0
342,2010,N00009975,Lindsey Graham (R),R,SCS2, , ,RI,130900.0,382649.0,524903,11354.0
343,2014,N00029807,Gregory Edward Fischer (D),D,KYS1, , ,DN,,,0,0.0
344,2014,N00030827,Curtis Coleman (R),R,ARS2, , ,RN,,,0,0.0
345,2014,N00033271,John Sanchez (R),R,NMS1, , ,RN,,1500.0,1650,150.0
346,2010,N00001762,Daniel K. Inouye (D),D,HIS1,Y,Y,DW,1044218.0,2444556.0,3489578,804.0
347,2014,N00001691,Carl Levin (D),D,MIS1, , ,DI,-9990.0,1500.0,-8490,0.0
348,2010,N00030899,Mark Shurtleff (R),R,UTS2, ,Y,RN,,141300.0,146173,4873.0
349,2014,N00035783,David Clements (R),R,NMS2, ,Y,RL,,69838.0,100573,30735.0
350,2014,N00033255,Mark Callahan (R),R,ORS1, ,Y,RL,,15089.0,24361,9272.0
351,2014,N00035476,Derrick Grayson (R),R,GAS1, ,Y,RL,5220.0,4050.0,26046,16776.0
352,2010,N00006347,Robert F. Bennett (R),R,UTS2, ,Y,RI,1465868.0,1272080.0,2752275,14327.0
353,2010,N00032747,Tom Clements (3),3,SCS1,Y,Y,3L,,34936.0,47363,12427.0
354,2010,N00029906,Sheirl L Fletcher (D),D,WVS1, ,Y,DL,119.0,2040.0,2159,0.0
355,2014,N00036057,Jason Ravnsborg (R),R,SDS2, ,Y,RL,,8950.0,8950,0.0
356,2010,N00029198,Ed O'Reilly (D),D,MAS2, , ,DN,,6500.0,6500,0.0
357,2010,N00008144,Todd Tiahrt (R),R,KSS2, , ,RL,1323910.0,1335007.0,3015246,356329.0
358,2010,N00008144,Todd Tiahrt (R),R,KSS2, ,Y,RL,1323910.0,1335007.0,3015246,356329.0
359,2014,N00000699,Robert Menendez (D),D,NJS1, , ,DI,162600.0,1216487.0,1506628,127541.0
360,2014,N00031072,Conrad Reynolds (R),R,ARS2, , ,RN,,,0,0.0
361,2014,N00000387,Ovide Lamontagne (R),R,NHS1, , ,RN,,,0,0.0
362,2010,N00030605,Bill White (D),D,TXS2, , ,DN,67100.0,3846805.0,4109366,195461.0
363,2000,N00012445,John B Driscoll (D),D,MTS1, ,Y,DL,,1500.0,6066,4566.0
364,2000,N00003305,Ken Harper (D),D,MSS2, , ,DN,,16818.0,16818,0.0
365,2000,N00004798,Loleta Didrickson (R),R,ILS2, , ,RN,-1000.0,7350.0,8700,2350.0
366,2000,N00013368,Mark Joseph Dunau (3),3,NYS1,Y,Y,3L,,4929.0,13568,8639.0
367,2000,N00013142,Jack E Robinson III (R),R,MAS1,Y,Y,RL,942.0,14810.0,23380,7628.0
368,2000,N00006246,Craig Thomas (R),R,WYS1,Y,Y,RW,588035.0,259221.0,1182823,335567.0
369,2000,N00001604,Arlen Specter (R),R,PAS1, , ,RI,10679.0,95850.0,207738,101209.0
370,2000,N00012767,C David Hergert (R),R,NES1, , ,RL,750.0,30510.0,75678,44418.0
371,1992,N00005268,Mark Brian Kirk (L),L,KSS2,Y,Y,3L,,2900.0,6735,3835.0
372,1992,N00001464,John F Perry (L),L,PAS1,Y,Y,3L,200.0,6485.0,22180,15495.0
373,1992,N00004333,Gary R George (D),D,WIS1, , ,DN,2900.0,4000.0,12500,5600.0
374,1992,N00001803,Jim Moody (D),D,WIS2, , ,DL,580231.0,881968.0,2919780,1457581.0
375,1992,N00001803,Jim Moody (D),D,WIS2, ,Y,DL,580231.0,881968.0,2919780,1457581.0
376,1992,N00004615,Byron L Dorgan (D),D,NDS1,Y,Y,DW,858687.0,95400.0,1167569,213482.0
377,1992,N00004615,Byron L Dorgan (D),D,NDS1, , ,DW,858687.0,95400.0,1167569,213482.0
378,1992,N00003666,Thomas N Kindness (R),R,OHS2, , ,RN,,,0,0.0
379,1992,N00000191,James W Rappaport (R),R,MAS2, , ,RN,-2000.0,1500.0,1205,1705.0
380,1992,N00009953,Richard A Licht (D),D,RIS1, , ,DN,,,0,0.0
381,1992,N00003328,Thad Cochran (R),R,MSS1, , ,RI,44824.0,8000.0,59999,7175.0
382,1992,N00007145,Richard B Boddie (L),L,CAS2,Y,Y,3L,250.0,22500.0,76933,54183.0
383,1992,N00001378,Dick Thornburgh (R),R,PAS2, ,Y,RL,1826077.0,2276183.0,7046473,2944213.0
384,1992,N00002423,Fritz Hollings (D),D,SCS1,Y,Y,DW,1194915.0,1286644.0,4017646,1536087.0
385,1992,N00011358,Kenneth Wayne Chlouber (R),R,COS1, , ,RL,,3162.0,9441,6279.0
386,1992,N00002194,John Christian Yoder (R),R,WVS2, , ,RN,,,100,100.0
387,1992,N00002458,Bob Cunningham (D),D,SCS2, , ,DN,500.0,,500,0.0
388,1992,N00002458,Bob Cunningham (D),D,SCS2, , ,DN,500.0,,500,0.0
389,1992,N00006490,Dennis DeConcini (D),D,AZS2, , ,DI,189110.0,175555.0,548595,183930.0
390,1992,N00007651,Patricia Saiki (R),R,HIS2, , ,RN,-7248.0,,-7123,125.0
391,1992,N00007651,Patricia Saiki (R),R,HIS2, , ,RN,-7248.0,,-7123,125.0
392,1990,N00006232,Alan K Simpson (R),R,WYS2,Y,Y,RW,803084.0,339256.0,1496596,354256.0
393,1994,N00006692,Barbara Boxer (D),D,CAS1, , ,DI,152723.0,254322.0,795754,388709.0
394,1990,N00004613,Kent Conrad (D),D,NDS1, , ,DI,378454.0,130252.0,662900,154194.0
395,2002,N00003136,Fred Thompson (R),R,TNS2, ,Y,RI,102684.0,280192.0,382876,
396,1994,N00005864,Clymer Lewis Wright Jr (R),R,TXS2, , ,RL,3300.0,57150.0,124311,63861.0
397,1994,N00001983,Donald Paul Hutchinson (D),D,MDS2, , ,DN,1000.0,,1000,0.0
398,2002,N00000616,Joe Lieberman (D),D,CTS1, , ,DI,32500.0,133243.0,861041,695298.0
399,1994,N00007876,Patty Murray (D),D,WAS2, , ,DI,79099.0,34800.0,290208,176309.0
400,2002,N00001685,Jay Rockefeller (D),D,WVS2,Y,Y,DW,1027748.0,1293601.0,2321349,
401,1990,N00006712,Bill Press (D),D,CAS2, , ,DN,,31188.0,34518,3330.0
402,1994,N00006250,Malcolm Wallop (R),R,WYS1, , ,RI,123784.0,7825.0,144790,13181.0
403,1994,N00004321,Joseph W Checota (D),D,WIS2, , ,DN,,-68520.0,-68520,0.0
404,1990,N00005300,Hal Daub (R),R,NES2,Y,Y,RL,211493.0,872389.0,2393948,1310066.0
405,1994,N00007822,Leo K Thorsness (R),R,WAS2, , ,RN,670.0,,695,25.0
406,1990,N00001565,Edward Mezvinsky (D),D,PAS1, , ,DN,,,0,0.0
407,1990,N00003658,Paul Edward Pfeifer (R),R,OHS1, , ,RN,1000.0,,1000,0.0
408,1994,N00000463,Thomas H Andrews (D),D,MES1,Y,Y,DL,409388.0,891365.0,2585106,1284353.0
409,1994,N00005759,Hugh Parmer (D),D,TXS1, , ,DN,,,0,0.0
410,1994,N00003925,James Jontz (D),D,INS1,Y,Y,DL,317888.0,74345.0,640183,247950.0
411,1994,N00003925,James Jontz (D),D,INS1, , ,DL,317888.0,74345.0,640183,247950.0
412,1994,N00007873,Tim Hill (R),R,WAS2, , ,RN,,443.0,543,100.0
413,1990,N00003928,Clark Durant (R),R,MIS1, , ,RL,19100.0,726645.0,1572583,826838.0
414,2002,N00004638,Conrad Burns (R),R,MTS1, , ,RI,125763.0,173100.0,298863,
415,1994,N00006114,Timothy E Wirth (D),D,COS1, , ,DN,26.0,-2676.0,-2650,0.0
416,1990,N00012436,Joseph Daniel Malone (R),R,MAS1, , ,RN,-2041.0,2233.0,16042,15850.0
417,1994,N00000120,John C Webb Jr (R),R,MDS1, ,Y,RL,,300.0,915,615.0
418,1994,N00010186,Neal F Zimmers Jr (D),D,OHS1, , ,DN,,0.0,1000,1000.0
419,1994,N00007703,Les AuCoin (D),D,ORS2, , ,DN,3025.0,1250.0,21032,16757.0
420,1990,N00001703,Birch E Bayh (D),D,INS2, , ,DN,,8371.0,8471,100.0
421,1990,N00001650,David N Levinson (D),D,DES1, , ,DN,4500.0,,4500,0.0
422,1994,N00006222,Mike Sullivan (D),D,WYS1,Y,Y,DL,329453.0,356093.0,1133541,447995.0
423,1994,N00004608,Steven Kris Sydness (R),R,NDS1, , ,RN,-1750.0,1250.0,1505,2005.0
424,1994,N00005536,Cody L Graves (D),D,OKS2, ,Y,DL,22000.0,126359.0,319265,170906.0
425,1994,N00000885,Brian T Kennedy (R),R,NJS1, ,Y,RL,,9050.0,21874,12824.0
426,1990,N00002928,Patricia Anne Collier Frank (D),D,FLS1, , ,DN,,,0,0.0
427,1990,N00001664,William V Roth Jr (R),R,DES1, , ,RI,14580.0,313.0,15321,428.0
428,1994,N00003142,Byron Victor Bush (R),R,TNS1, ,Y,RL,,15444.0,27016,11572.0
429,1998,N00005504,Fay W Boozman III (R),R,ARS2,Y,Y,RL,422430.0,542538.0,1865161,900193.0
430,1998,N00005467,Winston Bryant (D),D,ARS2, ,Y,DL,22250.0,155376.0,380985,203359.0
431,1998,N00003762,Evan Bayh (D),D,INS2,Y,Y,DW,1714312.0,2219330.0,6668245,2734603.0
432,1998,N00002340,Gene Gay (D),D,NCS2, ,Y,DL,,2750.0,3275,525.0
433,1998,N00005100,James F Newport (3),3,MOS1,Y,Y,3L,,1606.0,2051,445.0
434,1998,N00004981,Dick Durbin (D),D,ILS1, , ,DI,147636.0,177251.0,577808,252921.0
435,1998,N00006220,Kathy Karpan (D),D,WYS2, , ,DN,1422.0,,1422,0.0
436,1998,N00002460,Bob Inglis (R),R,SCS1, , ,RL,1636088.0,1276044.0,4527809,1615677.0
437,1998,N00001378,Dick Thornburgh (R),R,PAS2, , ,RN,,1500.0,1500,0.0
438,1998,N00002296,Charles Addison Sanders (D),D,NCS2, , ,DN,,,100,100.0
439,1998,N00000461,Joseph E Brennan (D),D,MES2, , ,DN,-500.0,950.0,3120,2670.0
440,1998,N00001803,Jim Moody (D),D,WIS2, , ,DN,,,0,0.0
441,1998,N00004615,Byron L Dorgan (D),D,NDS1,Y,Y,DW,1083855.0,552271.0,2340318,704192.0
442,1998,N00002202,Stan Klos (R),R,WVS1, , ,RN,,,0,0.0
443,1998,N00000191,James W Rappaport (R),R,MAS2, , ,RN,9000.0,,9000,0.0
444,1998,N00003216,Houston Gordon (D),D,TNS2, , ,DN,500.0,3500.0,9051,5051.0
445,1998,N00002123,Lawrence Douglas Wilder (D),D,VAS1, , ,DN,,800.0,800,0.0
446,1998,N00002123,Lawrence Douglas Wilder (D),D,VAS1, , ,DN,,800.0,800,0.0
447,1998,N00007701,Tom Bruggere (D),D,ORS1, , ,DN,1903.0,214374.0,216427,150.0
448,1998,N00006143,Gale Ann Norton (R),R,COS2, , ,RN,10100.0,4350.0,29044,14594.0
449,1998,N00004693,Don A Torgersen (3),3,ILS2,Y,Y,3L,,8062.0,15701,7639.0
450,1998,N00004930,Robin J Miller (L),L,ILS1, , ,3N,-5900.0,5370.0,5040,5570.0
451,1998,N00006490,Dennis DeConcini (D),D,AZS2, , ,DN,1200.0,,1200,0.0
452,1998,N00006521,William Morrow Turner (R),R,NMS1, , ,RN,,,0,0.0
453,1996,N00000501,Jean Hay (D),D,MES2, , ,DL,1105.0,2350.0,14250,10795.0
454,1996,N00009009,Howard B Hanson (I),I,MNS1,Y,Y,3L,,46893.0,49488,2595.0
455,1996,N00003305,Ken Harper (D),D,MSS2, , ,DL,,9345.0,9345,0.0
456,1996,N00002792,Mike Wiley (D),D,FLS1, , ,DN,,,855,855.0
457,1996,N00002213,John R Raese (R),R,WVS2, , ,RN,,,0,0.0
458,1996,N00003492,Eugene J Watts (R),R,OHS1, , ,RN,1000.0,,1000,0.0
459,1996,N00002052,John Marshall Coleman (I),I,VAS1, , ,3L,2500.0,750.0,4734,1484.0
460,1996,N00002001,William Brock (R),R,MDS1, , ,RL,-1000.0,1500.0,3325,2825.0
461,1996,N00002510,Dean Parkison (R),R,GAS1, ,Y,RL,,5695.0,5695,0.0
462,1996,N00006293,Milt Erhart (R),R,IDS2, , ,RN,,,0,0.0
463,1996,N00004645,Denny Rehberg (R),R,MTS2,Y,Y,RL,563143.0,471859.0,1889355,854353.0
464,2012,N00030829,Ken Buck (R),R,COS1, , ,RN,-6769.0,,-6769,0.0
465,2012,N00033078,Ronald D. Rushing (R),R,FLS1, ,Y,RN,,2153.0,3668,1515.0
466,2012,N00005329,Ben Nelson (D),D,NES1, ,Y,DI,1603975.0,1332031.0,3028709,92703.0
467,2012,N00034213,Addie Dainell Allen (D),D,TXS2, ,Y,DL,,3840.0,4664,824.0
468,2012,N00025738,Blair Hull (D),D,ILS2, , ,DN,,,0,0.0
469,2012,N00031289,Sue Lowden (R),R,NVS2, , ,RN,,183390.0,183589,199.0
470,2012,N00034463,Ben Pollard (D),D,MES1, ,Y,DL,,,300,300.0
471,2012,N00033259,Douglas McKee (R),R,AZS2, ,Y,RN,800.0,27425.0,30230,2005.0
472,2012,N00002685,Saxby Chambliss (R),R,GAS1, , ,RI,615711.0,986854.0,1698870,96305.0
473,2012,N00002685,Saxby Chambliss (R),R,GAS1, , ,RI,615711.0,986854.0,1698870,96305.0
474,2012,N00033441,Deon Long (R),R,FLS1, ,Y,RN,,2650.0,3200,550.0
475,2012,N00004517,Dean M. Barkley (I),I,MNS1, , ,3N,,,0,0.0
476,2012,N00034658,Andy Horning (L),L,INS1,Y,Y,3O,,1995.0,4498,2503.0
477,2008,N00001685,Jay Rockefeller (D),D,WVS2,Y,Y,DW,1667260.0,3197986.0,4959647,94401.0
478,2004,N00024850,Alex Sanders (D),D,SCS2, , ,DN,-2500.0,-2000.0,-4500,0.0
479,2008,N00030142,Robert Dudley Tuke (D),D,TNS2,Y,Y,DL,28777.0,773206.0,886202,84219.0
480,2004,N00006120,Tom Strickland (D),D,COS2, , ,DN,7500.0,8650.0,16260,110.0
481,2008,N00006619,John Ensign (R),R,NVS1, , ,RI,75250.0,133200.0,218774,10324.0
482,2008,N00030140,Robert M Conley (D),D,SCS2,Y,Y,DL,6250.0,10750.0,17691,691.0
483,2004,N00000019,Hillary Clinton (D),D,NYS1, , ,DI,443607.0,6759769.0,16841210,9637834.0
484,2004,N00000019,Hillary Clinton (D),D,NYS1, , ,DI,443607.0,6759769.0,16841210,9637834.0
485,1996,N00006451,Dean K Sellers (R),R,AZS2, , ,RN,,,0,0.0
486,1996,N00006113,Philip Bozell Core Perington (D),D,COS2, , ,DL,,15326.0,57784,42458.0
487,1996,N00004050,Ronna Romney (R),R,MIS1,Y,Y,RL,1105531.0,2049218.0,5945832,2791083.0
488,1996,N00006106,Charles R Duke (R),R,COS2, , ,RL,,8490.0,26771,18281.0
489,1996,N00004283,Susan S Engeleiter (R),R,WIS1, , ,RN,,,0,0.0
490,1996,N00000499,Stephen M Bost (I),I,MES2, , ,3L,,4905.0,13945,9040.0
491,1996,N00004491,Linda Berglin (D),D,MNS2, , ,DL,5107.0,-50.0,5368,311.0
492,1996,N00002088,James Darwin Carter (R),R,MAS1, , ,RN,,,852,852.0
493,1996,N00004699,Al Salvi (R),R,ILS1,Y,Y,RL,1956086.0,1955925.0,7161992,3249981.0
494,1996,N00008999,Patrick F Taylor (R),R,LAS1, , ,RL,2500.0,20120.0,48155,25535.0
495,1996,N00003106,Andrew Benedict III (R),R,TNS1, , ,RL,250.0,18500.0,42430,23680.0
496,1996,N00004851,Pat Quinn (D),D,ILS1, ,Y,DL,9500.0,160960.0,420602,250142.0
497,1996,N00000177,George David Joseph Phillies (L),L,MAS2, , ,3L,,4750.0,10364,5614.0
498,1996,N00004083,Bill Schuette (R),R,MIS1, , ,RN,430.0,,430,0.0
499,1996,N00004083,Bill Schuette (R),R,MIS1, , ,RN,430.0,,430,0.0
500,1996,N00000477,Robert A G Monks (R),R,MES2, ,Y,RL,,201900.0,427353,225453.0
501,1996,N00005624,David L Boren (D),D,OKS2, , ,DN,,-100.0,-100,0.0
502,2014,N00033176,Barry Hinckley (R),R,RIS1, , ,RN,,,0,0.0
503,2014,N00031782,Tim Scott (R),R,SCS1,Y,Y,RW,2892531.0,3497465.0,6683649,293653.0
504,2014,N00031782,Tim Scott (R),R,SCS1, , ,RI,2892531.0,3497465.0,6683649,293653.0
505,2014,N00027500,Amy Klobuchar (D),D,MNS2, , ,DI,292418.0,414756.0,811265,104091.0
506,2014,N00034851,Alexander Pires (3),3,DES1, , ,3N,,,0,0.0
507,2010,N00000659,Frank R. Lautenberg (D),D,NJS2, , ,DI,137401.0,-21550.0,115867,16.0
508,2014,N00003928,Clark Durant (R),R,MIS2, , ,RN,,13400.0,13425,25.0
509,2010,N00002221,Richard Burr (R),R,NCS2,Y,Y,RW,4134949.0,5420364.0,10283572,728259.0
510,2014,N00035788,Linda Vega (R),R,TXS1, ,Y,RL,,11116.0,11116,0.0
511,2014,N00036442,Robert Christopher Sarvis (L),L,VAS2,Y,Y,3L,2608.0,43576.0,63078,16894.0
512,2010,N00031564,Trevor Drown (I),I,ARS2,Y,Y,3L,,21525.0,38961,17436.0
513,2010,N00030616,Lee Irwin Fisher (D),D,OHS2,Y,Y,DL,879044.0,5395715.0,6708094,433335.0
514,2010,N00012123,Roger J. Pearson (D),D,CTS2, ,Y,DN,,10958.0,11358,400.0
515,2014,N00012812,Duane Sand (R),R,NDS2, , ,RN,,2465.0,16888,14423.0
516,2014,N00000019,Hillary Clinton (D),D,NYS1, , ,DN,-1000.0,-8065.0,-9065,0.0
517,2014,N00007653,Daniel K. Akaka (D),D,HIS2, , ,DN,,,0,0.0
518,2014,N00034470,Eric Hovde (R),R,WIS1, , ,RN,,28769.0,28769,0.0
519,2014,N00036058,Edmund Louis Gauthier (I),I,TNS2,Y,Y,3L,,,0,0.0
520,2014,N00031129,James Lankford (R),R,OKS1,Y,Y,RW,1124114.0,2540373.0,4054877,390390.0
521,2014,N00031129,James Lankford (R),R,OKS1, , ,RO,1124114.0,2540373.0,4054877,390390.0
522,2014,N00035667,Jim Rubens (R),R,NHS2, ,Y,RL,1491231.0,75800.0,1582224,15193.0
523,2010,N00032841,Kenneth A. Culp (R),R,WVS1, ,Y,RL,,32523.0,32523,0.0
524,2010,N00030889,Vincent Forras (I),I,CTS2,Y,Y,3L,,7300.0,8069,769.0
525,2014,N00033076,Mike Haridopolos (R),R,FLS1, , ,RN,,-2500.0,-2500,0.0
526,2014,N00000397,John E. Sununu (R),R,NHS2, , ,RN,,,0,0.0
527,2010,N00030898,Andrew Paredes Castanuela (R),R,TXS2, , ,RN,,1363.0,1385,22.0
528,2014,N00004613,Kent Conrad (D),D,NDS2, , ,DN,,,0,0.0
529,2014,N00027759,Scott Kleeb (D),D,NES2, , ,DN,,,0,0.0
530,2014,N00035530,Heather Grant (R),R,NCS1, ,Y,RL,,1900.0,5089,3189.0
531,2014,N00031348,Carly Fiorina (R),R,CAS1, , ,RN,,-2470.0,-2470,0.0
532,2014,N00001955,Ben Cardin (D),D,MDS1, , ,DI,322805.0,136700.0,464593,5088.0
533,2010,N00031283,Joseph L. Kennedy (I),I,MAS1, ,Y,3L,1300.0,10216.0,20770,9254.0
534,2014,N00027658,Kirsten Gillibrand (D),D,NYS1, , ,DI,198100.0,425912.0,1032458,408446.0
535,2014,N00027658,Kirsten Gillibrand (D),D,NYS1, , ,DI,198100.0,425912.0,1032458,408446.0
536,2014,N00033711,John Brunner (R),R,MOS2, , ,RN,,7500.0,7505,5.0
537,2016,N00031883,Kevin Wade (R),R,DES2, , ,RN,,,0,0.0
538,2006,N00026322,Tony Strickland (R),R,CAS1, , ,RN,-1000.0,,-1000,0.0
539,2002,N00005399,Woody Jenkins (R),R,LAS1, , ,RN,1347.0,,1347,0.0
540,2016,N00036199,Thomas Patrick Clements (R),R,LAS1, , ,RN,,,0,0.0
541,2006,N00002742,Bob Graham (D),D,FLS2, , ,DN,454.0,,454,0.0
542,2006,N00027227,Cam Cavasso (R),R,HIS1, , ,RN,,800.0,800,0.0
543,2016,N00035276,Gabriel Gomez (R),R,MAS2, , ,RN,,,0,0.0
544,2016,N00029613,Greg Orman (I),I,KSS1, , ,3N,,88280.0,88280,0.0
545,2006,N00026205,Monte Earl Johnson (D),D,OKS1, , ,DN,,23150.0,23150,0.0
546,2016,N00002097,Mark Warner (D),D,VAS2, , ,DI,128750.0,178395.0,321912,14767.0
547,2006,N00027992,William Gardner Pierce (R),R,OHS1, ,Y,RL,,4500.0,9205,4705.0
548,2002,N00013795,Jesse Marshall Jones (R),R,MOS2, ,Y,RN,,3066.0,6109,3043.0
549,2002,N00004468,Rod Grams (R),R,MNS2, , ,RN,-972.0,16450.0,62461,46983.0
550,2002,N00024829,Floyd Mike Miles (D),D,COS2, ,Y,DN,,29285.0,70128,40843.0
551,2016,N00035500,Annette Bosworth (R),R,SDS2, , ,RN,,,0,0.0
552,2006,N00024829,Mike Miles (D),D,COS1, , ,DN,,6972.0,6972,0.0
553,2006,N00001764,Richard G Lugar (R),R,INS1,Y,Y,RW,839135.0,1584954.0,2598405,174316.0
554,2002,N00005805,Ken Bentsen (D),D,TXS1, , ,DL,768174.0,813134.0,2354357,773049.0
555,2006,N00024823,Daniel Blue Jr (D),D,NCS1, , ,DN,,500.0,500,0.0
556,2002,N00009888,Lamar Alexander (R),R,TNS2, , ,RO,1621745.0,3997228.0,5629118,10145.0
557,2002,N00009888,Lamar Alexander (R),R,TNS2,Y,Y,RW,1621745.0,3997228.0,5629118,10145.0
558,2016,N00029835,Martin Heinrich (D),D,NMS1, , ,DI,147550.0,430558.0,612897,34789.0
559,2006,N00009888,Lamar Alexander (R),R,TNS2, , ,RI,188704.0,480920.0,670914,1290.0
560,2002,N00001764,Richard G Lugar (R),R,INS1, , ,RI,23500.0,564326.0,1360140,772314.0
561,2006,N00027305,William A Brenner (R),R,NYS1, , ,RC,,21028.0,19648,-1380.0
562,2006,N00027305,William A Brenner (R),R,NYS1, ,Y,RN,,21028.0,19648,-1380.0
563,2016,N00006202,Ben Nighthorse Campbell (R),R,COS1, , ,RN,,,0,0.0
564,2002,N00009954,Lincoln D Chafee (R),R,RIS1, , ,RI,49000.0,647697.0,782218,85521.0
